Audio,Darwin,Josefina,Richard,Sayuri,N1,N2,N3,N4
20154,4,3,5,3,,,,
20155,4,5,4,5,,,,
20156,2,2,2,1,,,,
20157,2,5,5,4,,,,
20158,2,2,2,2,,,,
20159,4,3,5,3,,,,
20160,1,1,1,5,,,,
20161,4,2,2,2,,,,
20162,3,3,3,4,,,,
20163,4,5,4,5,,,,
20164,4,5,5,4,,,,
20165,4,3,5,5,,,,
20166,2,2,2,5,,,,
20167,2,2,5,2,,,,
20168,2,2,2,4,,,,
20169,2,3,5,5,,,,
20170,3,2,4,3,,,,
20171,4,3,4,4,,,,
20172,4,5,5,5,,,,
20173,4,3,5,4,,,,
20174,4,4,5,3,,,,
20175,2,2,2,5,,,,
20176,4,4,5,3,,,,
20177,4,2,5,2,,,,
20178,5,5,5,5,,,,
20179,3,2,5,1,,,,
20180,4,5,4,5,,,,
20181,4,4,4,4,,,,
20182,4,4,5,3,,,,
20183,2,2,5,2,,,,
20184,2,3,5,1,,,,
20185,2,2,5,3,,,,
20186,4,4,4,4,,,,
20187,4,3,5,2,,,,
20188,4,5,5,5,,,,
20189,4,4,5,4,,,,
20190,4,4,4,5,,,,
20191,4,3,5,2,,,,
20192,2,2,2,5,,,,
20193,3,3,2,1,,,,
20194,2,2,2,3,,,,
20195,2,2,5,2,,,,
20196,2,3,2,3,,,,
20197,5,5,4,1,,,,
20198,4,4,4,5,,,,
20199,2,2,2,2,,,,
20200,4,3,4,4,,,,
20201,2,2,5,3,,,,
20202,2,2,5,4,,,,
20203,4,3,5,2,,,,
20204,4,4,4,5,,,,
20205,4,3,5,5,,,,
20206,2,2,2,5,,,,
20207,2,2,2,2,,,,
20208,4,3,4,3,,,,
20209,2,2,2,2,,,,
20210,1,2,2,5,,,,
20211,4,3,4,3,,,,
20212,4,4,5,5,,,,
20213,1,5,1,5,,,,
20214,4,3,3,2,,,,
20215,4,3,4,3,,,,
20216,2,5,4,4,,,,
20217,4,5,5,5,,,,
20218,2,3,5,3,,,,
20219,4,3,5,4,,,,
20220,2,2,5,2,,,,
20221,1,1,1,5,,,,
20222,4,4,4,3,,,,
20223,4,4,4,3,,,,
20224,4,4,5,2,,,,
20225,4,5,5,5,,,,
20226,3,2,2,4,,,,
20227,2,2,2,5,,,,
20228,4,5,4,3,,,,
20229,4,5,5,4,,,,
20230,4,4,2,3,,,,
20231,2,2,5,2,,,,
20232,4,4,4,4,,,,
20233,1,1,1,5,,,,
20234,5,5,4,3,,,,
20235,2,2,4,4,,,,
20236,4,2,5,3,,,,
20237,4,5,5,4,,,,
20238,4,4,2,3,,,,
20239,4,2,1,4,,,,
20240,5,5,4,5,,,,
20241,2,3,5,4,,,,
20242,3,3,2,5,,,,
20243,3,3,4,2,,,,
20244,4,5,4,5,,,,
20245,2,2,2,2,,,,
20246,2,3,5,3,,,,
20247,4,1,4,5,,,,
20248,5,5,4,4,,,,
20249,2,2,2,1,,,,
20250,2,1,2,5,,,,
20251,2,2,2,3,,,,
20252,4,3,3,3,,,,
20253,2,2,5,1,,,,
20254,4,2,2,2,,,,
20255,2,2,2,3,,,,
20256,4,3,5,4,,,,
20257,4,3,5,3,,,,
20258,5,5,4,5,,,,
20259,4,3,2,4,,,,
20260,4,4,3,5,,,,
20261,3,1,1,5,,,,
20262,4,2,4,4,,,,
20263,5,5,4,5,,,,
20264,2,2,5,4,,,,
20265,3,3,1,3,,,,
20266,2,2,5,5,,,,
20267,2,2,5,4,,,,
20268,2,2,2,2,,,,
20269,3,2,2,3,,,,
20270,4,5,5,5,,,,
20271,2,2,5,4,,,,
20272,2,2,2,4,,,,
20273,4,4,2,3,,,,
20274,4,2,5,5,,,,
20275,4,5,4,5,,,,
20276,4,1,2,4,,,,
20277,4,3,5,3,,,,
20278,4,3,5,2,,,,
20279,3,3,2,3,,,,
20280,2,2,5,2,,,,
20281,4,4,5,2,,,,
20282,4,3,5,3,,,,
20283,4,5,5,4,,,,
20284,4,3,3,3,,,,
20285,4,4,4,2,,,,
20286,4,4,5,1,,,,
20287,3,2,4,4,,,,
20288,2,2,5,5,,,,
20289,4,4,4,4,,,,
20290,3,3,3,3,,,,
20291,4,3,5,4,,,,
20292,2,2,1,1,,,,
20293,4,3,2,3,,,,
20294,2,1,2,4,,,,
20295,4,4,5,5,,,,
20296,2,3,5,3,,,,
20297,2,3,5,4,,,,
20298,4,3,3,2,,,,
20299,2,2,2,1,,,,
20300,4,3,5,2,,,,
20301,2,2,1,3,,,,
20302,4,5,4,5,,,,
20303,4,4,4,4,,,,
20304,2,2,2,3,,,,
20305,3,3,5,4,,,,
20306,2,3,5,2,,,,
20307,2,2,5,3,,,,
20308,2,2,5,4,,,,
20309,3,3,5,4,,,,
20310,4,3,5,2,,,,
20311,2,2,1,3,,,,
20312,4,2,2,4,,,,
20313,4,2,2,5,,,,
20314,4,3,4,4,,,,
20315,4,4,4,4,,,,
20316,4,4,5,3,,,,
20317,3,3,4,3,,,,
20318,2,2,5,4,,,,
20319,4,5,5,5,,,,
20320,4,2,3,4,,,,
20321,4,5,4,5,,,,
20322,4,3,5,4,,,,
20323,4,3,5,2,,,,
20324,4,5,4,4,,,,
20325,4,5,4,3,,,,
20326,2,2,2,2,,,,
20327,2,3,5,1,,,,
20328,4,5,5,5,,,,
20329,4,4,5,3,,,,
20330,2,1,1,4,,,,
20331,4,3,5,2,,,,
20332,4,4,5,4,,,,
20333,4,2,1,2,,,,
20334,2,2,5,1,,,,
20335,2,2,1,4,,,,
20336,4,3,3,3,,,,
20337,4,4,4,5,,,,
20338,2,2,1,4,,,,
20339,2,2,5,5,,,,
20340,3,3,5,3,,,,
20341,4,5,2,4,,,,
20342,3,3,4,2,,,,
20343,4,2,5,3,,,,
20344,4,4,5,4,,,,
20345,4,3,2,2,,,,
20346,4,4,5,3,,,,
20347,2,2,5,2,,,,
20348,4,3,3,4,,,,
20349,4,3,4,3,,,,
20350,2,2,2,1,,,,
20351,3,3,2,3,,,,
20352,4,4,4,5,,,,
20353,4,3,4,5,,,,
20354,2,3,5,2,,,,
20355,2,2,1,4,,,,
20356,4,4,5,1,,,,
20357,4,5,5,3,,,,
20358,2,1,1,4,,,,
20359,4,2,4,5,,,,
20360,3,3,2,1,,,,
20361,3,4,4,5,,,,
20362,3,3,2,4,,,,
20363,2,2,2,3,,,,
20364,2,2,2,2,,,,
20365,5,5,5,4,,,,
20366,2,2,1,3,,,,
20367,4,5,5,5,,,,
20368,1,1,1,4,,,,
20369,2,2,5,1,,,,
20370,2,2,2,3,,,,
20371,3,3,3,4,,,,
20372,4,3,5,5,,,,
20373,4,3,3,3,,,,
20374,4,3,5,4,,,,
20375,4,3,5,2,,,,
20376,2,2,5,3,,,,
20377,2,3,5,5,,,,
20378,4,4,5,4,,,,
20379,4,5,4,5,,,,
20380,4,5,1,4,,,,
20381,3,3,4,3,,,,
20382,4,3,3,4,,,,
20383,3,3,4,3,,,,
20384,2,4,4,2,,,,
20385,2,2,2,4,,,,
20386,4,3,5,2,,,,
20387,4,5,5,5,,,,
20388,4,5,2,5,,,,
20389,4,2,5,4,,,,
20390,3,3,2,2,,,,
20391,2,1,5,3,,,,
20392,2,3,2,1,,,,
20393,2,2,4,2,,,,
20394,4,5,4,4,,,,
20395,2,2,5,2,,,,
20396,3,3,3,1,,,,
20397,3,3,3,3,,,,
20398,3,3,5,4,,,,
20399,2,3,5,5,,,,
20400,4,5,5,5,,,,
20401,4,3,5,2,,,,
20402,2,3,5,3,,,,
20403,4,5,5,5,,,,
20404,5,5,5,4,,,,
20405,4,3,5,3,,,,
20406,2,5,5,5,,,,
20407,4,2,5,2,,,,
20408,2,2,2,4,,,,
20409,2,3,5,2,,,,
20410,4,3,5,5,,,,
20411,4,2,5,2,,,,
20412,3,3,3,3,,,,
20413,4,5,5,5,,,,
20414,4,4,4,4,,,,
20415,2,2,2,2,,,,
20416,2,3,5,3,,,,
20417,2,2,2,1,,,,
20418,4,2,1,2,,,,
20419,3,1,1,5,,,,
20420,2,2,5,1,,,,
20421,3,3,5,4,,,,
20422,4,3,2,3,,,,
20423,4,2,1,2,,,,
20424,4,3,3,3,,,,
20425,2,2,2,4,,,,
20426,4,4,5,2,,,,
20427,4,2,2,1,,,,
20428,4,3,5,3,,,,
20429,4,5,5,4,,,,
20430,4,4,4,2,,,,
20431,3,3,3,4,,,,
20432,4,3,5,3,,,,
20433,2,2,4,1,,,,
20434,4,4,5,5,,,,
20435,4,2,5,4,,,,
20436,2,3,5,2,,,,
20437,4,4,5,4,,,,
20438,2,2,5,3,,,,
20439,2,4,5,1,,,,
20440,4,3,5,2,,,,
20441,2,2,4,5,,,,
20442,2,3,5,4,,,,
20443,2,2,2,3,,,,
20444,2,1,2,5,,,,
20445,3,2,5,2,,,,
20446,1,1,1,4,,,,
20447,2,3,4,2,,,,
20448,2,2,1,1,,,,
20449,4,4,4,4,,,,
20450,4,3,5,4,,,,
20451,3,3,3,5,,,,
20452,2,2,2,4,,,,
20453,4,5,4,5,,,,
20454,2,2,2,3,,,,
20455,4,3,5,2,,,,
20456,4,5,5,4,,,,
20457,4,3,5,3,,,,
20458,4,3,5,2,,,,
20459,4,4,4,5,,,,
20460,4,3,5,4,,,,
20461,4,5,2,5,,,,
20462,4,3,4,2,,,,
20463,4,2,5,4,,,,
20464,2,2,5,1,,,,
20465,2,2,4,3,,,,
20466,4,4,2,5,,,,
20467,4,4,4,5,,,,
20468,2,2,5,2,,,,
20469,2,2,4,1,,,,
20470,2,3,2,2,,,,
20471,2,2,5,1,,,,
20472,2,2,5,2,,,,
20473,2,2,4,3,,,,
20474,2,2,2,4,,,,
20475,2,2,1,1,,,,
20476,4,5,5,5,,,,
20477,4,3,5,4,,,,
20478,4,4,5,5,,,,
20479,4,4,2,3,,,,
20480,2,2,5,4,,,,
20481,2,2,5,1,,,,
20482,2,2,2,2,,,,
20483,4,3,4,3,,,,
20484,4,2,5,2,,,,
20485,4,2,5,4,,,,
20486,4,2,4,2,,,,
20487,4,3,2,3,,,,
20488,2,2,2,1,,,,
20489,2,1,2,2,,,,
20490,3,4,5,5,,,,
20491,4,3,2,2,,,,
20492,4,3,3,1,,,,
20493,3,2,5,3,,,,
20494,2,2,5,1,,,,
20495,4,3,2,3,,,,
20496,3,3,5,4,,,,
20497,2,2,2,2,,,,
20498,4,4,2,4,,,,
20499,2,2,5,3,,,,
20500,4,2,5,5,,,,
20501,2,2,4,4,,,,
20502,4,3,1,2,,,,
20503,2,2,1,4,,,,
20504,4,3,5,1,,,,
20505,3,3,2,2,,,,
20506,2,3,4,4,,,,
20507,4,3,5,2,,,,
20508,2,1,4,4,,,,
20509,2,3,1,1,,,,
20510,4,5,5,5,,,,
20511,2,3,2,2,,,,
20512,3,4,5,4,,,,
20513,4,3,5,5,,,,
20514,4,4,5,3,,,,
20515,2,2,4,4,,,,
20516,3,3,5,5,,,,
20517,4,3,4,4,,,,
20518,3,3,5,3,,,,
20519,4,4,5,5,,,,
20520,4,4,5,2,,,,
20521,2,2,2,3,,,,
20522,4,3,3,1,,,,
20523,4,4,3,4,,,,
20524,2,3,4,2,,,,
20525,2,2,2,1,,,,
20526,4,2,1,3,,,,
20527,4,4,5,5,,,,
20528,2,2,5,2,,,,
20529,3,3,2,4,,,,
20530,4,5,4,5,,,,
20531,4,5,5,4,,,,
20532,2,2,5,3,,,,
20533,2,2,5,2,,,,
20534,2,3,3,4,,,,
20535,4,5,4,4,,,,
20536,4,5,5,3,,,,
20537,4,5,5,4,,,,
20538,3,2,5,5,,,,
20539,2,4,2,2,,,,
20540,3,4,3,1,,,,
20541,4,5,1,4,,,,
20542,4,4,5,3,,,,
20543,5,5,4,5,,,,
20544,4,5,3,4,,,,
20545,4,4,1,5,,,,
20546,1,1,5,4,,,,
20547,4,2,2,2,,,,
20548,3,3,1,3,,,,
20549,2,2,2,4,,,,
20550,2,2,5,2,,,,
20551,2,2,3,3,,,,
20552,2,4,5,5,,,,
20553,2,2,4,4,,,,
20554,4,3,5,3,,,,
20555,5,5,2,4,,,,
20556,2,5,3,5,,,,
20557,2,2,5,2,,,,
20558,2,2,4,1,,,,
20559,4,3,3,4,,,,
20560,4,3,5,3,,,,
20561,4,4,4,4,,,,
20562,2,1,3,5,,,,
20563,3,4,5,2,,,,
20564,2,2,5,4,,,,
20565,4,5,4,5,,,,
20566,2,2,5,3,,,,
20567,4,5,4,5,,,,
20568,4,3,5,4,,,,
20569,3,2,2,5,,,,
20570,4,4,3,4,,,,
20571,4,3,3,4,,,,
20572,4,5,4,5,,,,
20573,2,1,4,4,,,,
20574,2,2,2,2,,,,
20575,2,2,1,5,,,,
20576,4,3,5,4,,,,
20577,4,4,2,5,,,,
20578,2,3,4,3,,,,
20579,2,2,2,5,,,,
20580,4,3,5,4,,,,
20581,3,2,5,3,,,,
20582,3,2,5,2,,,,
20583,3,3,5,1,,,,
20584,4,3,3,4,,,,
20585,4,2,5,3,,,,
20586,4,5,4,5,,,,
20587,3,2,1,4,,,,
20588,2,2,5,3,,,,
20589,2,2,1,4,,,,
20590,3,2,2,3,,,,
20591,3,3,5,5,,,,
20592,3,4,2,4,,,,
20593,4,3,3,5,,,,
20594,2,3,3,4,,,,
20595,2,3,2,3,,,,
20596,5,5,4,5,,,,
20597,2,2,2,2,,,,
20598,3,5,2,5,,,,
20599,4,3,3,4,,,,
20600,2,2,5,2,,,,
20601,4,5,4,5,,,,
20602,1,1,1,4,,,,
20603,1,1,1,5,,,,
20604,2,2,5,4,,,,
20605,2,5,1,5,,,,
20606,3,2,4,4,,,,
20607,2,2,5,5,,,,
20608,4,4,4,4,,,,
20609,2,2,1,2,,,,
20610,2,3,5,2,,,,
20611,2,2,2,3,,,,
20612,2,2,2,2,,,,
20613,2,3,5,1,,,,
20614,4,2,5,2,,,,
20615,4,4,4,5,,,,
20616,4,5,4,4,,,,
20617,4,5,4,5,,,,
20618,2,2,2,3,,,,
20619,2,3,5,2,,,,
20620,2,3,3,3,,,,
20621,4,5,2,4,,,,
20622,4,5,2,2,,,,
20623,3,3,3,3,,,,
20624,4,5,2,4,,,,
20625,3,3,5,2,,,,
20626,2,2,1,1,,,,
20627,2,2,2,3,,,,
20628,4,4,4,4,,,,
20629,2,2,2,2,,,,
20630,4,5,4,5,,,,
20631,3,3,5,2,,,,
20632,3,3,4,3,,,,
20633,4,5,4,5,,,,
20634,4,4,5,4,,,,
20635,2,2,2,5,,,,
20636,2,2,4,2,,,,
20637,2,2,5,4,,,,
20638,2,2,4,2,,,,
20639,2,1,4,3,,,,
20640,2,3,3,4,,,,
20641,1,1,1,5,,,,
20642,4,3,5,3,,,,
20643,3,3,2,2,,,,
20644,4,3,3,4,,,,
20645,1,1,1,4,,,,
20646,4,3,5,3,,,,
20647,2,3,4,3,,,,
20648,1,1,1,5,,,,
20649,4,4,4,4,,,,
20650,4,3,5,5,,,,
20651,2,2,5,2,,,,
20652,5,5,5,5,,,,
20653,4,3,5,4,,,,
20654,4,5,5,5,,,,
20655,2,2,2,3,,,,
20656,4,2,5,2,,,,
20657,4,5,5,4,,,,
20658,5,5,4,3,,,,
20659,4,3,5,5,,,,
20660,4,5,5,4,,,,
20661,2,3,2,2,,,,
20662,3,3,2,1,,,,
20663,4,4,4,3,,,,
20664,4,3,2,4,,,,
20665,2,2,2,2,,,,
20666,2,2,2,5,,,,
20667,4,3,4,3,,,,
20668,4,5,4,4,,,,
20669,4,5,4,5,,,,
20670,4,4,4,4,,,,
20671,2,2,2,2,,,,
20672,1,1,1,4,,,,
20673,2,2,5,1,,,,
20674,4,4,5,3,,,,
20675,2,2,4,4,,,,
20676,2,4,4,5,,,,
20677,2,2,5,4,,,,
20678,4,5,3,5,,,,
20679,2,2,2,2,,,,
20680,2,2,5,1,,,,
20681,2,2,1,4,,,,
20682,2,2,2,3,,,,
20683,4,2,2,2,,,,
20684,1,1,1,5,,,,
20685,4,4,5,4,,,,
20686,4,2,5,2,,,,
20687,3,3,3,1,,,,
20688,2,2,4,3,,,,
20689,4,2,2,2,,,,
20690,3,2,2,5,,,,
20691,4,3,4,2,,,,
20692,4,4,3,5,,,,
20693,4,5,4,4,,,,
20694,1,1,1,5,,,,
20695,4,3,4,4,,,,
20696,4,4,4,5,,,,
20697,2,4,4,4,,,,
20698,2,2,4,2,,,,
20699,2,2,2,1,,,,
20700,4,3,4,3,,,,
20701,4,2,5,1,,,,
20702,4,3,4,3,,,,
20703,2,2,2,2,,,,
20704,2,4,1,1,,,,
20705,4,4,3,2,,,,
20706,2,2,4,4,,,,
20707,2,2,2,3,,,,
20708,4,5,4,4,,,,
20709,2,3,5,3,,,,
20710,5,5,5,5,,,,
20711,2,2,4,2,,,,
20712,4,2,2,4,,,,
20713,4,5,4,5,,,,
20714,4,4,4,5,,,,
20715,2,2,1,4,,,,
20716,4,4,4,3,,,,
20717,3,3,5,2,,,,
20718,4,5,4,5,,,,
20719,5,5,5,4,,,,
20720,4,4,5,5,,,,
20721,3,3,5,3,,,,
20722,4,3,4,4,,,,
20723,4,5,5,5,,,,
20724,4,5,4,5,,,,
20725,1,1,1,2,,,,
20726,5,5,4,4,,,,
20727,4,5,5,5,,,,
20728,2,2,2,2,,,,
20729,3,2,4,3,,,,
20730,2,3,5,1,,,,
20731,4,5,4,4,,,,
20732,4,3,4,2,,,,
20733,4,5,5,5,,,,
20734,4,4,4,3,,,,
20735,5,5,5,5,,,,
20736,2,2,2,2,,,,
20737,2,2,1,5,,,,
20738,4,4,4,3,,,,
20739,4,4,4,5,,,,
20740,4,3,4,1,,,,
20741,2,2,5,2,,,,
20742,4,3,5,4,,,,
20743,2,3,4,5,,,,
20744,4,4,4,4,,,,
20745,4,3,2,3,,,,
20746,2,2,2,2,,,,
20747,4,3,4,3,,,,
20748,4,3,4,4,,,,
20749,4,3,4,2,,,,
20750,4,5,5,5,,,,
20751,4,3,5,2,,,,
20752,4,5,4,4,,,,
20753,1,1,1,5,,,,
20754,4,4,4,4,,,,
20755,1,1,1,5,,,,
20756,2,2,2,3,,,,
20757,2,2,5,2,,,,
20758,4,4,4,4,,,,
20759,2,3,2,3,,,,
20760,4,4,4,4,,,,
20761,4,4,4,2,,,,
20762,4,2,5,1,,,,
20763,4,4,5,5,,,,
20764,2,2,4,4,,,,
20765,4,3,5,2,,,,
20766,4,3,5,3,,,,
20767,4,2,5,4,,,,
20768,2,2,5,2,,,,
20769,2,2,4,1,,,,
20770,2,2,2,4,,,,
20771,2,3,4,2,,,,
20772,2,2,4,1,,,,
20773,2,2,4,2,,,,
20774,2,2,4,4,,,,
20775,4,4,5,5,,,,
20776,2,3,5,4,,,,
20777,2,2,4,3,,,,
20778,2,1,1,5,,,,
20779,4,3,4,2,,,,
20780,4,5,5,4,,,,
20781,4,3,4,3,,,,
20782,2,2,4,5,,,,
20783,1,2,4,4,,,,
20784,2,3,5,2,,,,
20785,3,4,4,4,,,,
20786,2,2,2,5,,,,
20787,4,3,5,4,,,,
20788,4,3,4,3,,,,
20789,2,3,5,1,,,,
20790,2,2,5,5,,,,
20791,2,3,3,4,,,,
20792,3,3,5,2,,,,
20793,4,3,4,3,,,,
20794,4,4,5,5,,,,
20795,2,3,4,3,,,,
20796,4,4,5,5,,,,
20797,4,5,5,4,,,,
20798,4,4,5,3,,,,
20799,2,2,4,2,,,,
20800,3,1,1,5,,,,
20801,5,5,5,4,,,,
20802,4,3,4,2,,,,
20803,4,3,4,3,,,,
20804,3,3,5,4,,,,
20805,4,3,4,3,,,,
20806,2,2,1,4,,,,
20807,4,4,4,5,,,,
20808,2,2,2,2,,,,
20809,3,3,2,4,,,,
20810,4,4,4,3,,,,
20811,4,4,1,4,,,,
20812,2,2,2,2,,,,
20813,3,2,2,1,,,,
20814,2,2,1,4,,,,
20815,2,3,4,2,,,,
20816,4,5,5,5,,,,
20817,4,4,4,4,,,,
20818,3,3,2,3,,,,
20819,4,5,4,5,,,,
20820,3,3,4,4,,,,
20821,4,5,5,3,,,,
20822,4,3,5,5,,,,
20823,4,3,4,4,,,,
20824,2,2,4,2,,,,
20825,1,1,1,4,,,,
20826,4,4,5,2,,,,
20827,2,1,1,4,,,,
20828,2,2,2,5,,,,
20829,4,3,4,2,,,,
20830,3,2,4,4,,,,
20831,4,4,4,5,,,,
20832,2,2,5,1,,,,
20833,2,2,1,3,,,,
20834,4,3,2,2,,,,
20835,4,3,4,4,,,,
20836,4,4,2,5,,,,
20837,4,5,5,5,,,,
20838,4,3,3,4,,,,
20839,2,3,5,3,,,,
20840,4,5,4,4,,,,
20841,4,4,4,5,,,,
20842,4,3,2,4,,,,
20843,4,3,4,3,,,,
20844,4,4,3,5,,,,
20845,4,2,4,2,,,,
20846,4,2,5,3,,,,
20847,2,2,5,4,,,,
20848,2,2,4,2,,,,
20849,4,4,5,3,,,,
20850,4,4,5,4,,,,
20851,2,2,5,2,,,,
20852,2,2,4,1,,,,
20853,3,2,4,3,,,,
20854,4,5,5,5,,,,
20855,2,2,2,2,,,,
20856,4,3,4,5,,,,
20857,4,3,3,4,,,,
20858,3,3,3,3,,,,
20859,4,2,5,4,,,,
20860,2,2,5,2,,,,
20861,3,3,5,1,,,,
20862,2,2,5,2,,,,
20863,2,3,4,3,,,,
20864,4,5,5,5,,,,
20865,1,4,1,4,,,,
20866,2,2,2,5,,,,
20867,4,4,5,4,,,,
20868,4,4,4,5,,,,
20869,5,4,5,4,,,,
20870,4,4,4,3,,,,
20871,3,2,4,5,,,,
20872,2,4,5,4,,,,
20873,4,5,4,4,,,,
20874,4,4,2,3,,,,
20875,4,3,4,5,,,,
20876,2,3,5,2,,,,
20877,4,4,5,3,,,,
20878,2,2,1,4,,,,
20879,1,2,5,5,,,,
20880,4,4,5,4,,,,
20881,3,3,4,2,,,,
20882,2,3,5,3,,,,
20883,4,3,4,5,,,,
20884,2,2,5,2,,,,
20885,2,2,5,5,,,,
20886,3,3,4,4,,,,
20887,4,4,4,5,,,,
20888,4,3,2,4,,,,
20889,2,2,5,1,,,,
20890,2,2,1,2,,,,
20891,2,3,5,4,,,,
20892,4,4,4,5,,,,
20893,1,1,1,5,,,,
20894,3,2,5,4,,,,
20895,2,2,5,3,,,,
20896,4,3,5,2,,,,
20897,4,3,4,1,,,,
20898,3,2,5,3,,,,
20899,4,2,5,2,,,,
20900,3,3,5,4,,,,
20901,1,1,1,5,,,,
20902,2,3,5,2,,,,
20903,4,4,4,4,,,,
20904,2,2,5,1,,,,
20905,4,2,5,3,,,,
20906,4,4,4,4,,,,
20907,4,5,5,5,,,,
20908,2,3,5,3,,,,
20909,1,1,1,1,,,,
20910,4,2,5,2,,,,
20911,4,4,5,3,,,,
20912,4,3,5,4,,,,
20913,2,2,5,1,,,,
20914,4,5,5,5,,,,
20915,3,3,3,3,,,,
20916,4,5,2,4,,,,
20917,3,1,1,5,,,,
20918,4,4,4,3,,,,
20919,4,3,5,2,,,,
20920,4,3,3,4,,,,
20921,4,5,5,3,,,,
20922,2,2,2,5,,,,
20923,4,4,2,4,,,,
20924,2,2,2,2,,,,
20925,4,4,4,4,,,,
20926,2,2,4,3,,,,
20927,2,2,4,2,,,,
20928,4,4,5,3,,,,
20929,3,3,4,1,,,,
20930,4,3,5,4,,,,
20931,2,2,5,2,,,,
20932,4,4,4,4,,,,
20933,4,4,4,5,,,,
20934,3,3,3,3,,,,
20935,2,2,4,5,,,,
20936,4,4,5,3,,,,
20937,2,2,4,2,,,,
20938,4,3,3,4,,,,
20939,4,3,2,3,,,,
20940,2,3,2,4,,,,
20941,2,2,4,2,,,,
20942,4,4,5,5,,,,
20943,4,2,4,4,,,,
20944,2,2,1,3,,,,
20945,3,1,5,5,,,,
20946,2,2,4,4,,,,
20947,4,4,4,4,,,,
20948,4,2,5,3,,,,
20949,2,2,2,1,,,,
20950,4,4,4,3,,,,
20951,4,3,3,4,,,,
20952,2,2,2,3,,,,
20953,2,2,1,2,,,,
20954,4,4,2,3,,,,
20955,2,2,2,5,,,,
20956,4,4,4,1,,,,
20957,4,3,5,3,,,,
20958,2,2,4,2,,,,
20959,1,1,1,4,,,,
20960,4,5,5,4,,,,
20961,2,3,5,1,,,,
20962,4,2,5,2,,,,
20963,2,2,2,4,,,,
20964,2,3,4,3,,,,
20965,3,3,4,2,,,,
20966,2,2,4,1,,,,
20967,2,2,1,4,,,,
20968,2,2,5,3,,,,
20969,4,4,4,4,,,,
20970,4,5,5,5,,,,
20971,2,2,2,3,,,,
20972,4,3,4,3,,,,
20973,1,1,1,4,,,,
20974,2,2,2,5,,,,
20975,3,2,3,2,,,,
20976,4,3,3,3,,,,
20977,4,3,5,4,,,,
20978,4,4,4,5,,,,
20979,3,3,5,2,,,,
20980,3,3,4,3,,,,
20981,4,4,5,1,,,,
20982,2,2,2,2,,,,
20983,4,5,5,3,,,,
20984,4,4,4,4,,,,
20985,5,5,5,5,,,,
20986,2,2,5,4,,,,
20987,4,3,5,3,,,,
20988,2,2,5,2,,,,
20989,2,2,1,4,,,,
20990,4,3,4,2,,,,
20991,3,3,4,3,,,,
20992,2,3,3,1,,,,
20993,4,4,5,4,,,,
20994,2,2,5,5,,,,
20995,4,2,5,3,,,,
20996,3,3,5,2,,,,
20997,4,4,4,4,,,,
20998,2,3,3,3,,,,
20999,2,2,2,5,,,,
21000,3,3,4,3,,,,
21001,2,2,5,4,,,,
21002,4,3,3,3,,,,
21003,4,5,5,4,,,,
21004,2,2,5,2,,,,
21005,4,4,4,5,,,,
21006,4,3,3,4,,,,
21007,2,1,1,5,,,,
21008,4,5,4,3,,,,
21009,2,2,5,4,,,,
21010,2,2,5,2,,,,
21011,4,3,2,1,,,,
21012,2,2,5,2,,,,
21013,2,2,1,3,,,,
21014,2,2,5,4,,,,
21015,4,3,4,2,,,,
21016,4,3,4,4,,,,
21017,4,3,1,3,,,,
21018,1,1,1,5,,,,
21019,2,2,1,4,,,,
21020,2,2,3,2,,,,
21021,3,4,4,4,,,,
21022,2,2,5,3,,,,
21023,2,2,4,2,,,,
21024,4,4,5,4,,,,
21025,2,2,5,2,,,,
21026,4,2,2,4,,,,
21027,4,3,4,5,,,,
21028,4,3,3,3,,,,
21029,4,3,5,4,,,,
21030,4,4,4,5,,,,
21031,2,2,1,4,,,,
21032,2,2,5,3,,,,
21033,3,3,4,4,,,,
21034,2,2,5,2,,,,
21035,1,1,1,5,,,,
21036,3,3,5,4,,,,
21037,2,3,5,5,,,,
21038,2,2,5,3,,,,
21039,3,3,4,1,,,,
21040,4,4,5,3,,,,
21041,2,2,5,4,,,,
21042,4,5,4,5,,,,
21043,3,1,5,1,,,,
21044,4,2,5,4,,,,
21045,2,2,2,5,,,,
21046,2,3,4,2,,,,
21047,3,3,5,4,,,,
21048,2,3,1,5,,,,
21049,4,4,4,3,,,,
21050,4,3,4,2,,,,
21051,4,3,5,3,,,,
21052,4,3,5,2,,,,
21053,4,2,2,1,,,,
21054,4,3,3,4,,,,
21055,2,2,2,3,,,,
21056,4,4,4,5,,,,
21057,2,2,2,2,,,,
21058,3,3,3,4,,,,
21059,2,2,1,5,,,,
21060,2,2,5,4,,,,
21061,4,4,5,2,,,,
21062,1,5,5,5,,,,
21063,2,2,5,3,,,,
21064,4,5,5,5,,,,
21065,2,2,1,2,,,,
21066,3,2,2,3,,,,
21067,4,5,4,4,,,,
21068,4,2,4,4,,,,
21069,2,2,5,3,,,,
21070,2,4,4,5,,,,
21071,4,3,5,3,,,,
21072,4,4,2,2,,,,
21073,2,2,5,3,,,,
21074,2,1,2,5,,,,
21075,4,3,3,4,,,,
21076,4,4,5,5,,,,
21077,4,5,5,3,,,,
21078,4,4,5,3,,,,
21079,4,3,3,4,,,,
21080,3,2,2,1,,,,
21081,2,2,5,4,,,,
21082,3,3,5,3,,,,
21083,4,3,4,4,,,,
